,gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,schoolName,latitude,longitude,headOfficialName,freeAndReducedPriceLunch,idea,plan504,percentTeachersInFirstSecondYear,"White, non-Hispanic","Black, non-Hispanic",Hispanic,Multiracial,Asian,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander
19,524,Barton Hills Elementary School,public,PK-6,407.0,9.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"2108 Barton Hills Drive,  Austin, TX  78704",(512) 414-2013,(512) 841-3849,http://bheeagles.com/,480894000297,30.254395000000002,-97.78335600000001,Barton Hills Elementary School,30.254395000000002,-97.78335600000001,MS KATI ACHTERMANN,7.86,4.3,3.3,3.9,67.32,1.97,23.1,5.9,1.23,0.0,0.49
20,525,Becker Elementary School,public,PK-5,377.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"906 West Milton Street,  Austin, TX  78704",(512) 414-2019,(512) 442-1759,http://www.beckerelementary.com/,480894000298,30.250395,-97.75945,Becker Elementary School,30.250395,-97.75945,MS VALERIE BORCHERS,42.71,10.1,11.9,30.0,31.3,6.37,58.09,3.18,1.06,0.0,0.0
21,526,Bedichek Middle School,public,6-8,908.0,2.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6800 Bill Hughes Road,  Austin, TX  78745",(512) 414-3265,(512) 444-4382,http://www.bedichekbobcats.org/,480894000299,30.196163000000002,-97.78622,Bedichek Middle School,30.196163000000002,-97.78622,,80.51,14.3,12.1,12.3,6.94,5.51,84.69,1.43,1.21,0.22,0.0
22,528,Blanton Elementary School,public,PK-6,479.0,5.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5408 Westminster Drive,  Austin, TX  78723",(512) 414-2026,(512) 926-8553,,480894000301,30.306929999999998,-97.69063,Blanton Elementary School,30.306929999999998,-97.69063,DORA MOLINA,81.84,6.1,8.0,7.3,9.6,8.35,81.21,0.63,0.21,0.0,0.0
23,529,Brentwood Elementary School,public,PK-5,617.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6700 Arroyo Seco,  Austin, TX  78757",(512) 414-2039,(512) 453-8928,http://archive.austinisd.org/schools/details.phtml?id=051,480894000302,30.339640000000003,-97.731445,Brentwood Elementary School,30.339640000000003,-97.731445,MS AMBER LAROCHE,26.09,15.0,1.9,2.7,58.02,3.57,33.23,3.89,1.3,0.0,0.0
24,534,Campbell Elementary School,public,PK-5,253.0,4.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"2613 Rogers Avenue,  Austin, TX  78722",(512) 414-2056,(512) 476-9248,,480894000307,30.282290999999997,-97.71334,Campbell Elementary School,30.282290999999997,-97.71334,MR KEITH MOORE,93.64,10.6,3.0,11.5,5.91,47.73,43.18,3.18,0.0,0.0,0.0
25,537,Crockett High School,public,9-12,1542.0,4.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5601 Manchaca Road,  Austin, TX  78745",(512) 414-2532,(512) 447-0489,http://www.crocketths.org,480894000310,30.214724,-97.79739000000001,Crockett High School,30.214724,-97.79739000000001,KORI CRAWFORD,59.51,15.6,5.3,11.3,15.53,6.63,74.83,1.85,1.09,0.07,0.0
26,538,Cunningham Elementary School,public,PK-5,415.0,2.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"2200 Berkeley Avenue,  Austin, TX  78745",(512) 414-2067,(512) 441-6006,http://www.austinschools.org/campus/cunningham/,480894000311,30.210476,-97.80581,Cunningham Elementary School,30.210476,-97.80581,HEATHER PETRUZZINI,63.13,16.3,6.3,11.4,24.58,8.92,57.11,6.51,2.89,0.0,0.0
27,539,Dawson Elementary School,public,PK-5,382.0,6.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3001 South 1st Street,  Austin, TX  78704",(512) 414-2070,(512) 442-5765,http://www.austinisd.org/schools/dawson,480894000312,30.234061999999998,-97.76337,Dawson Elementary School,30.234061999999998,-97.76337,MS TANIA JEDELE,82.72,23.8,8.3,3.2,11.78,8.64,75.92,1.57,1.05,0.52,0.52
28,541,Doss Elementary School,public,PK-5,884.0,9.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"7005 Northledge Drive,  Austin, TX  78731",(512) 414-2365,(512) 345-0013,https://www.austinisd.org/schools/doss,480894000314,30.356087,-97.76281,Doss Elementary School,30.356087,-97.76281,MS JANNA GRIFFIN,16.29,4.9,4.3,10.6,70.14,2.6,14.03,3.17,9.95,0.0,0.11
29,542,Fulmore Middle School,public,6-8,1007.0,5.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"201 East Mary Street,  Austin, TX  78704",(512) 414-3207,(512) 441-3129,http://www.fulmoremiddleschool.org/,480894000315,30.243927000000003,-97.750465,Fulmore Middle School,30.243927000000003,-97.750465,STACIA HOLIDAY,67.92,13.2,10.0,10.1,18.67,6.45,69.31,2.38,2.78,0.4,0.0
30,543,Govalle Elementary School,public,PK-5,370.0,1.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3601 Govalle Ave, Austin, Texas 78702,  Austin, TX  78617",(512) 414-2078,(512) 926-4820,http://govalle.austinschools.org,480894000316,30.210511999999998,-97.65354,Govalle Elementary School,30.210511999999998,-97.65354,MS PAULA REYES,89.62,11.7,5.2,14.5,2.0,12.97,82.83,1.6,0.4,0.0,0.2
31,544,Graham Elementary School,public,PK-5,697.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"11211 Tom Adams Drive,  Austin, TX  78753",(512) 414-2395,(512) 835-4562,https://www.austinisd.org/schools/graham,480894000317,30.372359999999997,-97.66886,Graham Elementary School,30.372359999999997,-97.66886,ERCILLA PAREDES,87.37,13.7,2.7,12.2,5.02,13.49,78.34,1.87,0.86,0.14,0.29
32,545,Gullett Elementary School,public,PK-5,574.0,10.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6310 Treadwell Boulevard,  Austin, TX  78757",(512) 414-2082,(512) 451-2036,,480894000318,30.343542,-97.74866999999999,Gullett Elementary School,30.343542,-97.74866999999999,MS TISHA BROWN,6.45,9.4,5.0,14.3,75.44,2.09,18.12,3.14,0.87,0.17,0.17
33,547,Highland Park Elementary School,public,PK-5,622.0,9.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"4900 Fairview Drive,  Austin, TX  78731",(512) 414-2090,(512) 414-2626,http://www.austinisd.org/,480894000320,30.330692,-97.76005,Highland Park Elementary School,30.330692,-97.76005,MS KATI PENA,4.82,7.3,7.6,4.5,76.69,0.8,12.54,4.98,4.66,0.16,0.16
34,548,Hill Elementary School,public,PK-5,970.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"8601 Tallwood Drive,  Austin, TX  78759",(512) 414-2369,(512) 841-8105,http://www.hillelementary.com/,480894000321,30.376625,-97.74854,Hill Elementary School,30.376625,-97.74854,MS BETH NEWTON,9.79,6.1,4.0,8.9,67.53,2.89,15.98,7.01,6.49,0.0,0.1
35,549,Houston Elementary School,public,PK-5,705.0,3.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5409 Ponciana Drive,  Austin, TX  78744",(512) 414-2517,(512) 448-4869,http://www.houstonelementary.weebly.com,480894000322,30.196468,-97.75506999999999,Houston Elementary School,30.196468,-97.75506999999999,MS ELIA DIAZ-CAMARILLO,95.18,7.2,3.8,7.1,1.13,8.23,89.93,0.28,0.0,0.43,0.0
36,552,Joslin Elementary School,public,PK-5,289.0,4.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"4500 Manchaca Road,  Austin, TX  78745",(512) 414-2094,(512) 443-3011,http://www.joslinelementary.org/,480894000325,30.228037,-97.79054000000001,Joslin Elementary School,30.228037,-97.79054000000001,PATRICK AZIZ,74.47,13.0,4.1,0.0,24.82,0.71,66.31,3.9,3.9,0.0,0.35
37,553,Lamar Middle School,public,6-8,895.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6201 Wynona Avenue,  Austin, TX  78757",(512) 414-3217,(512) 467-6862,http://lamarmiddleschool.org/,480894000326,30.337774,-97.74058000000001,Lamar Middle School,30.337774,-97.74058000000001,MR GEORGE LLEWELLYN,29.84,13.6,8.1,7.0,52.98,6.28,37.24,2.26,1.03,0.1,0.1
38,554,Lanier High School,public,9-12,1615.0,3.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1201 Payton Gin Road,  Austin, TX  78758",(512) 414-2514,(512) 832-1203,http://www.laniervikings.org/,480894000327,30.360209,-97.70832,Lanier High School,30.360209,-97.70832,MR RYAN HOPKINS,87.12,11.8,2.3,20.4,3.34,8.73,84.71,0.8,2.17,0.25,0.0
39,555,Lee Elementary School,public,PK-6,375.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3308 Hampton Road,  Austin, TX  78705",(512) 414-2098,(512) 478-4463,http://www.lee-elementary.org/,480894000328,30.29305,-97.72763,Lee Elementary School,30.29305,-97.72763,MR JOHN HEWLETT,13.6,7.1,3.9,0.0,66.67,4.8,20.53,5.87,2.13,0.0,0.0
40,560,Mccallum High School,public,9-12,1738.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5600 Sunshine Drive,  Austin, TX  78756",(512) 414-2519,(512) 453-2599,http://www.austinschools.org/mccallum,480894000333,30.327484000000002,-97.72887,Mccallum High School,30.327484000000002,-97.72887,MR MICHAEL GARRISON,28.88,10.4,7.0,4.9,46.72,11.16,35.04,4.03,2.36,0.52,0.17
41,563,Murchison Middle School,public,6-8,1365.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3700 North Hills Drive,  Austin, TX  78731",(512) 414-3254,(512) 343-1710,http://www.murchisonmatadors.org/,480894000336,30.353977,-97.75872,Murchison Middle School,30.353977,-97.75872,BRADLEY CLARK,25.42,8.1,8.7,3.8,48.06,6.01,30.33,5.35,10.04,0.22,0.0
42,565,O Henry Middle School,public,6-8,931.0,6.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"2610 West 10th Street,  Austin, TX  78703",(512) 414-3229,(512) 477-7428,http://ohenrypta.org/,480894000338,30.285491999999998,-97.77376,O Henry Middle School,30.285491999999998,-97.77376,MS MARLO MALOTT,23.74,12.0,11.6,3.2,53.28,3.87,38.02,3.54,1.18,0.11,0.0
43,566,Oak Hill Elementary School,public,PK-5,871.0,6.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6101 Patton Ranch Road,  Austin, TX  78735",(512) 414-2336,(512) 892-2279,www.oakhillelementary.org,480894000339,30.237990999999997,-97.858765,Oak Hill Elementary School,30.237990999999997,-97.858765,MS LORI KOMASSA,39.48,7.7,6.4,2.1,41.74,1.78,46.14,4.64,5.23,0.36,0.12
44,571,Pease Elementary School,public,PK-6,260.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1106 Rio Grande Street,  Austin, TX  78701",(512) 414-4428,(512) 477-3009,www.peaseelementary.weebly.com,480894000344,30.275290999999996,-97.74803,Pease Elementary School,30.275290999999996,-97.74803,CYNTHIA JACKSON,15.36,4.2,8.5,0.0,51.31,11.99,31.46,5.24,0.0,0.0,0.0
45,573,Pillow Elementary School,public,PK-5,518.0,4.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3025 Crosscreek Drive,  Austin, TX  78757",(512) 414-2350,(512) 467-2513,http://archive.austinisd.org/schools/details.phtml?id=096,480894000346,30.369263,-97.73339,Pillow Elementary School,30.369263,-97.73339,YVETTE CARDENAS,75.68,8.3,3.3,9.5,16.99,14.29,58.49,5.6,4.44,0.19,0.0
46,576,Reagan High School,public,9-12,1302.0,3.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"7104 Berkman Drive,  Austin, TX  78752",(512) 414-2523,(512) 452-7089,https://www.austinisd.org/schools/reagan,480894000350,30.324188,-97.69135,Reagan High School,30.324188,-97.69135,MR ISMAEL VILLAFANE,79.88,12.6,2.9,24.4,2.92,16.21,76.96,0.84,2.92,0.15,0.0
47,577,Reilly Elementary School,public,PK-5,274.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"405 Denson Drive,  Austin, TX  78752",(512) 414-4464,(512) 453-1193,,480894000351,30.327883,-97.71982,Reilly Elementary School,30.327883,-97.71982,MS CORRINE SAENZ,90.88,8.1,1.6,21.3,7.3,3.65,83.21,1.09,4.38,0.36,0.0
48,578,Ridgetop Elementary School,public,PK-5,292.0,5.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5005 Caswell Avenue,  Austin, TX  78751",(512) 414-4469,(512) 459-9187,http://ridgetoprattlers.com/,480894000352,30.311796,-97.716255,Ridgetop Elementary School,30.311796,-97.716255,MR JOAQUIN GLORIA III,42.12,13.7,7.3,12.5,27.4,3.08,65.75,2.4,1.03,0.34,0.0
49,581,St Elmo El,public,PK-5,295.0,6.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"600 West Saint Elmo Road,  Austin, TX  78745",(512) 414-4477,(512) 442-6871,http://stelmo.austinschools.org/,480894000357,30.222063000000002,-97.77338,St Elmo El,30.222063000000002,-97.77338,BEN MCCORMACK,85.34,6.8,2.4,0.0,8.47,4.23,83.71,1.3,2.28,0.0,0.0
50,582,Summitt Elementary School,public,PK-5,815.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"12207 Brigadoon Lane,  Austin, TX  78727",(512) 414-4484,(512) 832-1458,http://summitteagles.org/,480894000358,30.418608000000003,-97.71907,Summitt Elementary School,30.418608000000003,-97.71907,MS DEBRA STANDISH,36.93,5.9,4.5,0.0,37.55,5.4,28.22,6.26,22.33,0.12,0.12
51,584,Travis High School,public,9-12,1291.0,3.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1211 East Oltorf Street,  Austin, TX  78704",(512) 414-2527,(512) 707-0050,travisrebels.org,480894000360,30.233839,-97.743256,Travis High School,30.233839,-97.743256,MR TY DAVIDSON,82.03,14.5,4.4,7.9,3.64,8.75,85.44,0.7,1.32,0.15,0.0
52,586,Walnut Creek Elementary School,public,PK-6,634.0,3.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"401 West Braker Lane,  Austin, TX  78753",(512) 414-4499,(512) 837-6789,,480894000362,30.379194000000002,-97.68413000000001,Walnut Creek Elementary School,30.379194000000002,-97.68413000000001,MS DINORAH BORES,88.64,6.7,3.7,26.3,5.68,10.25,79.02,1.1,3.79,0.16,0.0
53,589,Wooldridge Elementary School,public,PK-5,630.0,5.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1412 Norseman Terrace,  Austin, TX  78758",(512) 414-2353,(512) 339-6583,http://wooldridge.weebly.com/,480894000366,30.364952000000002,-97.70985,Wooldridge Elementary School,30.364952000000002,-97.70985,MS SHERI MULL,95.71,6.2,2.1,20.7,4.13,6.03,82.86,0.63,6.35,0.0,0.0
54,592,Zilker Elementary School,public,PK-6,538.0,7.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1900 Bluebonnet Lane,  Austin, TX  78704",(512) 414-2327,(512) 442-3992,http://www.zilkerelem.org/,480894000369,30.252544,-97.77457,Zilker Elementary School,30.252544,-97.77457,ALICIA HILL,20.63,11.0,6.3,8.6,57.99,1.12,34.39,5.58,0.93,0.0,0.0
55,593,Webb Middle School,public,6-8,699.0,2.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"601 East Saint Johns Avenue,  Austin, TX  78752",(512) 414-3258,(512) 452-9683,http://www.webbecp.org/,480894002468,30.332413,-97.70740500000001,Webb Middle School,30.332413,-97.70740500000001,MR RAUL SANCHEZ,95.28,16.7,5.6,9.5,1.43,8.15,87.98,1.43,0.86,0.14,0.0
56,596,Kiker Elementary School,public,PK-5,998.0,10.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5913 La Crosse Avenue,  Austin, TX  78739",(512) 414-2584,(512) 288-5779,http://www.kikerelementary.org/,480894002776,30.191557,-97.88125600000001,Kiker Elementary School,30.191557,-97.88125600000001,MS LORI SCHNEIDER,4.41,7.2,9.9,7.5,67.54,1.0,16.63,3.51,11.12,0.2,0.0
57,597,Allan Elementary School,public,PK-5,,,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"4900 Gonzales Street,  Austin, TX  78702",(512) 414-2304,(512) 385-2512,,480894005394,30.255674,-97.69715,Allan Elementary School,30.255674,-97.69715,,,12.7,4.3,17.9,,,,,,,
58,604,Patton Elementary School,public,PK-5,973.0,6.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"6001 Westcreek Drive,  Austin, TX  78749",(512) 414-1780,(512) 892-6541,http://www.pattonelementary.com/,480894006070,30.2318,-97.84553000000001,Patton Elementary School,30.2318,-97.84553000000001,DR AMANDA BRANTLEY,23.95,4.4,6.4,7.2,51.28,4.11,25.49,4.21,14.49,0.41,0.0
59,605,Kealing Middle School,public,6-8,1203.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"1607 Pennsylvania Avenue,  Austin, TX  78702",(512) 414-3214,(512) 478-9133,http://www.kealingmiddleschool.org/,480894006207,30.270937,-97.72178000000001,Kealing Middle School,30.270937,-97.72178000000001,MS KENISHA COBURN,30.51,6.6,5.0,3.8,42.06,12.05,28.35,4.49,12.8,0.17,0.08
60,606,Covington Middle School,public,6-8,634.0,5.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"3700 Convict Hill Road,  Austin, TX  78749",(512) 414-3276,(512) 892-4547,covingtoncolts.org   twitter @covington_colts,480894006208,30.211359,-97.83413,Covington Middle School,30.211359,-97.83413,TAI CHOICE,62.4,16.6,10.7,6.1,28.24,5.46,60.22,2.96,2.5,0.31,0.31
61,607,Mendez Middle School,public,6-8,790.0,1.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"5106 Village Square Drive,  Austin, TX  78744",(512) 414-3284,(512) 442-5738,,480894006209,30.188675,-97.74306,Mendez Middle School,30.188675,-97.74306,CHRIS JONES,93.8,10.2,10.4,19.7,1.65,7.47,90.13,0.63,0.0,0.13,0.0
62,608,Boone Elementary School,public,PK-5,573.0,8.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"8101 Croftwood Drive,  Austin, TX  78749",(512) 414-2537,(512) 280-3307,http://boone.austinschools.org/,480894006210,30.203723999999998,-97.840225,Boone Elementary School,30.203723999999998,-97.840225,ALAN STEVENS,48.17,16.0,8.9,2.8,40.84,4.19,43.63,5.24,5.76,0.35,0.0
63,610,Kocurek Elementary School,public,PK-5,544.0,4.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"9800 Curlew Drive,  Austin, TX  78748",(512) 414-2547,(512) 282-7824,www.kocurekelementary.com,480894006212,30.177746000000003,-97.83525,Kocurek Elementary School,30.177746000000003,-97.83525,MS HEATHER SCHOLL,64.56,8.1,6.5,11.4,24.85,7.13,61.1,4.89,1.83,0.0,0.2
64,613,Bowie High School,public,9-12,2912.0,9.0,4.0,Austin,TX,115.0,Austin Independent School District,4808940.0,"4103 West Slaughter Lane,  Austin, TX  78749",(512) 414-5247,(512) 292-0527,,480894006508,30.186369,-97.85873000000001,Bowie High School,30.186369,-97.85873000000001,MARK ROBINSON,11.88,7.7,4.7,9.2,50.17,3.26,36.95,4.6,4.84,0.14,0.03
