,gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,schoolName,latitude,longitude,headOfficialName,freeAndReducedPriceLunch,idea,plan504,percentTeachersInFirstSecondYear,"White, non-Hispanic","Black, non-Hispanic",Hispanic,Multiracial,Asian,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander
10,595,Davis Elementary School,public,PK-5,798,6,5,Austin,TX,115,Austin Independent School District,4808940,"5214 Duval Road,  Austin, TX  78727",(512) 414-2580,(512) 346-7384,http://www.austinisd.org/,480894002775,30.418247,-97.74218,Davis Elementary School,30.418247,-97.74218,MS JENNIFER DANIELS,,7.2,4,9,47.49,6.39,25.44,6.77,13.41,0.13,0.38
11,598,Rosedale,public,PK-12,263,,5,Austin,TX,115,Austin Independent School District,4808940,"2117 West 49th Street,  Austin, TX  78756",(512) 414-3617,(512) 458-6754,,480894005396,30.320051,-97.74019,Rosedale,30.320051,-97.74019,MS ELIZABETH DICKEY,24.71,100,0,8.1,45.25,8.75,39.92,2.28,3.42,0.0,0.38
12,618,Garza Independence High School,public,9-12,192,,5,Austin,TX,115,Austin Independent School District,4808940,"1600 Chicon Street,  Austin, TX  78702",(512) 414-8600,(512) 414-8615,,480894008060,30.277237,-97.72139,Garza Independence High School,30.277237,-97.72139,DR LINDA WEBB,29.17,6.8,11.6,9.5,44.27,6.25,43.75,5.73,0.0,0.0,0.0
13,2201,Cedar Creek Elementary School,public,K-5,473,9,5,Austin,TX,342,Eanes Independent School District,4817760,"3301 Pinnacle Road,  Austin, TX  78746",(512) 732-9120,(512) 732-9129,http://cce.eanesisd.net/,481776001546,30.269161,-97.80487,Cedar Creek Elementary School,30.269161,-97.80487,MS SUSAN FAMBROUGH,1.48,6,1.4,3,67.65,1.27,16.49,6.13,8.25,0.21,0.0
14,2205,Valley View Elementary School,public,K-5,509,9,5,Austin,TX,342,Eanes Independent School District,4817760,"360 Loop Court,  Austin, TX  78746",(512) 732-9140,(512) 732-9149,,481776005699,30.302923,-97.83261,Valley View Elementary School,30.302923,-97.83261,MRS JENNIFER DUSEK,5.7,9.3,0.4,5,73.28,0.39,18.47,4.72,2.75,0.39,0.0
15,2208,Bridge Point El,public,K-5,739,10,5,Austin,TX,342,Eanes Independent School District,4817760,"6401 Cedar Street,  Austin, TX  78746",(512) 732-9200,(512) 732-9209,,481776007742,30.340866,-97.80639,Bridge Point El,30.340866,-97.80639,MRS HEATHER MEEK,1.49,5.5,2.1,6.2,76.45,1.08,8.93,3.79,9.47,0.27,0.0
16,4156,Lakeway Elementary School,public,PK-5,716,9,5,Austin,TX,583,Lake Travis Independent School District,4826470,"3322 Ranch Road 620 South,  Austin, TX  78738",(512) 533-6350,(512) 533-6351,,482647002520,30.327839,-97.96536,Lakeway Elementary School,30.327839,-97.96536,MR SAMUEL HICKS,4.61,7.6,2.9,7.5,71.65,1.26,12.57,5.59,8.24,0.7,0.0
17,5412,Northwest Elementary School,public,PK-5,540,3,5,Austin,TX,793,Pflugerville Independent School District,4834830,"14014 Thermal Drive,  Austin, TX  78728",(512) 594-4400,(512) 594-4405,http://www.pfisd.net/Domain/24,483483006310,30.431906,-97.67626,Northwest Elementary School,30.431906,-97.67626,MR NATHAN STEENPORT,68.89,9.6,0.6,2.3,15.74,26.3,41.11,4.07,12.04,0.19,0.56
18,5901,Canyon Creek Elementary School,public,PK-5,417,10,5,Austin,TX,870,Round Rock Independent School District,4838080,"10210 Ember Glen Drive,  Austin, TX  78726",(512) 428-2800,(512) 428-2890,schools.roundrockisd.org/canyoncreek/,483808008087,30.436604,-97.82424,Canyon Creek Elementary School,30.436604,-97.82424,APRIL CRAWFORD,3.6,4.8,1.5,6.3,47.24,0.96,8.39,5.76,37.65,0.0,0.0
19,9367,Texas School For The Blind,public,1-12,153,1,5,Austin,TX,1277,Texas Sch For The Blind & Visually Impaired,4800252,"1100 West 45th Street,  Austin, TX  78756",(512) 206-9167,(512) 206-9453,,480025209536,30.314978,-97.73932,Texas School For The Blind,30.314978,-97.73932,MR MILES FAIN,69.28,100,0,5.1,39.87,14.38,41.18,1.31,2.61,0.65,0.0
20,10787,Clayton Elementary School,public,PK-5,876,10,5,Austin,TX,115,Austin Independent School District,4808940,"7525 La Crosse Avenue,  Austin, TX  78739",(512) 841-9200,,http://claytoncardinals.org/,480894011061,30.194855,-97.906334,Clayton Elementary School,30.194855,-97.906334,AMY GONLAZES,1.6,9,4.5,3.7,67.35,0.68,13.81,3.88,14.27,0.0,0.0
21,11215,Rutledge Elementary School,public,PK-5,796,9,5,Austin,TX,596,Leander Independent School District,4827030,"11501 Staked Plains Drive,  Austin, TX  78717",(512) 570-6500,(512) 570-6505,http://rutledge.leanderisd.org/,482703011113,30.497648,-97.7935,Rutledge Elementary School,30.497648,-97.7935,ELIZABETH MOHLER,7.04,8.5,1.8,6.1,51.13,3.14,19.6,5.4,20.23,0.5,0.0
22,18841,Alternative Learning Center,public,6-12,116,,5,Austin,TX,115,Austin Independent School District,4808940,"900 Neal Street,  Austin, TX  78702",(512) 414-2554,(512) 476-2809,http://aisdalc.org/,480894009076,30.268435,-97.71007,Alternative Learning Center,30.268435,-97.71007,MS TRACILYNN WRIGHT,81.03,28.1,9,4.5,8.62,13.79,75.86,1.72,0.0,0.0,0.0
23,18850,River Ridge Elementary School,public,PK-5,784,10,5,Austin,TX,596,Leander Independent School District,4827030,"12900 Tierra Grande Trail,  Austin, TX  78732",(512) 570-7300,(512) 570-7305,http://riverridge.leanderisd.org/,482703011991,30.34612,-97.91629,River Ridge Elementary School,30.34612,-97.91629,SHELLEY ROBERTS,1.66,5.9,3.9,10.6,71.68,0.51,10.71,4.34,12.63,0.0,0.13
24,19876,Four Points Middle School,public,6-8,741,9,5,Austin,TX,596,Leander Independent School District,4827030,"9700 McNeil Drive,  Austin, TX  78750",(512) 570-3700,(512) 570-3705,http://fpms.leanderisd.org/,482703012381,30.3975,-97.829254,Four Points Middle School,30.3975,-97.829254,MS LATOYA EASTER,12.82,8.6,6,4.6,66.67,4.05,17.27,5.4,5.8,0.54,0.27
25,20409,Webb Primary Center,public,PK-5,217,3,5,Austin,TX,115,Austin Independent School District,4808940,"601 East Saint Johns Avenue,  Austin, TX  78752",(512) 414-8831,(512) 452-9683,,480894012842,30.332413,-97.707405,Webb Primary Center,30.332413,-97.707405,RAUL SANCHEZ,97.24,,,,1.38,3.69,94.01,0.92,0.0,0.0,0.0
26,520,Anderson High School,public,9-12,2270,8,4,Austin,TX,115,Austin Independent School District,4808940,"8403 Mesa Drive,  Austin, TX  78759",(512) 414-2538,(512) 338-1293,http://andersononline.org/,480894000292,30.37575,-97.75371,Anderson High School,30.37575,-97.75371,MS SAMMILU HARRISON,22.82,7.8,8,3.3,50.84,5.9,32.11,3.83,7.09,0.18,0.04
27,521,Andrews Elementary School,public,PK-6,657,4,4,Austin,TX,115,Austin Independent School District,4808940,"6801 Northeast Drive,  Austin, TX  78723",(512) 414-1770,(512) 926-6635,http://archive.austinisd.org/schools/details.phtml?id=043,480894000293,30.317554,-97.679665,Andrews Elementary School,30.317554,-97.679665,MS GABRIELA SOTO,95.96,9.2,5.7,11.6,3.7,13.47,79.97,0.17,2.53,0.17,0.0
28,522,Austin High School,public,9-12,2084,7,4,Austin,TX,115,Austin Independent School District,4808940,"1715 West Cesar Chavez Street,  Austin, TX  78703",(512) 414-2505,(512) 474-7935,,480894000294,30.273598,-97.76814,Austin High School,30.273598,-97.76814,MS AMY TAYLOR,28.65,11.2,7.2,10.9,45.92,4.8,44.19,2.98,1.92,0.1,0.1
29,524,Barton Hills Elementary School,public,PK-6,407,9,4,Austin,TX,115,Austin Independent School District,4808940,"2108 Barton Hills Drive,  Austin, TX  78704",(512) 414-2013,(512) 841-3849,http://bheeagles.com/,480894000297,30.254395,-97.783356,Barton Hills Elementary School,30.254395,-97.783356,MS KATI ACHTERMANN,7.86,4.3,3.3,3.9,67.32,1.97,23.1,5.9,1.23,0.0,0.49
30,525,Becker Elementary School,public,PK-5,377,7,4,Austin,TX,115,Austin Independent School District,4808940,"906 West Milton Street,  Austin, TX  78704",(512) 414-2019,(512) 442-1759,http://www.beckerelementary.com/,480894000298,30.250395,-97.75945,Becker Elementary School,30.250395,-97.75945,MS VALERIE BORCHERS,42.71,10.1,11.9,30,31.3,6.37,58.09,3.18,1.06,0.0,0.0
31,526,Bedichek Middle School,public,6-8,908,2,4,Austin,TX,115,Austin Independent School District,4808940,"6800 Bill Hughes Road,  Austin, TX  78745",(512) 414-3265,(512) 444-4382,http://www.bedichekbobcats.org/,480894000299,30.196163,-97.78622,Bedichek Middle School,30.196163,-97.78622,,80.51,14.3,12.1,12.3,6.94,5.51,84.69,1.43,1.21,0.22,0.0
32,528,Blanton Elementary School,public,PK-6,479,5,4,Austin,TX,115,Austin Independent School District,4808940,"5408 Westminster Drive,  Austin, TX  78723",(512) 414-2026,(512) 926-8553,,480894000301,30.30693,-97.69063,Blanton Elementary School,30.30693,-97.69063,DORA MOLINA,81.84,6.1,8,7.3,9.6,8.35,81.21,0.63,0.21,0.0,0.0
33,529,Brentwood Elementary School,public,PK-5,617,7,4,Austin,TX,115,Austin Independent School District,4808940,"6700 Arroyo Seco,  Austin, TX  78757",(512) 414-2039,(512) 453-8928,http://archive.austinisd.org/schools/details.phtml?id=051,480894000302,30.33964,-97.731445,Brentwood Elementary School,30.33964,-97.731445,MS AMBER LAROCHE,26.09,15,1.9,2.7,58.02,3.57,33.23,3.89,1.3,0.0,0.0
34,534,Campbell Elementary School,public,PK-5,253,4,4,Austin,TX,115,Austin Independent School District,4808940,"2613 Rogers Avenue,  Austin, TX  78722",(512) 414-2056,(512) 476-9248,,480894000307,30.282291,-97.71334,Campbell Elementary School,30.282291,-97.71334,MR KEITH MOORE,93.64,10.6,3,11.5,5.91,47.73,43.18,3.18,0.0,0.0,0.0
35,537,Crockett High School,public,9-12,1542,4,4,Austin,TX,115,Austin Independent School District,4808940,"5601 Manchaca Road,  Austin, TX  78745",(512) 414-2532,(512) 447-0489,http://www.crocketths.org,480894000310,30.214724,-97.79739,Crockett High School,30.214724,-97.79739,KORI CRAWFORD,59.51,15.6,5.3,11.3,15.53,6.63,74.83,1.85,1.09,0.07,0.0
36,538,Cunningham Elementary School,public,PK-5,415,2,4,Austin,TX,115,Austin Independent School District,4808940,"2200 Berkeley Avenue,  Austin, TX  78745",(512) 414-2067,(512) 441-6006,http://www.austinschools.org/campus/cunningham/,480894000311,30.210476,-97.80581,Cunningham Elementary School,30.210476,-97.80581,HEATHER PETRUZZINI,63.13,16.3,6.3,11.4,24.58,8.92,57.11,6.51,2.89,0.0,0.0
37,539,Dawson Elementary School,public,PK-5,382,6,4,Austin,TX,115,Austin Independent School District,4808940,"3001 South 1st Street,  Austin, TX  78704",(512) 414-2070,(512) 442-5765,http://www.austinisd.org/schools/dawson,480894000312,30.234062,-97.76337,Dawson Elementary School,30.234062,-97.76337,MS TANIA JEDELE,82.72,23.8,8.3,3.2,11.78,8.64,75.92,1.57,1.05,0.52,0.52
38,541,Doss Elementary School,public,PK-5,884,9,4,Austin,TX,115,Austin Independent School District,4808940,"7005 Northledge Drive,  Austin, TX  78731",(512) 414-2365,(512) 345-0013,https://www.austinisd.org/schools/doss,480894000314,30.356087,-97.76281,Doss Elementary School,30.356087,-97.76281,MS JANNA GRIFFIN,16.29,4.9,4.3,10.6,70.14,2.6,14.03,3.17,9.95,0.0,0.11
39,542,Fulmore Middle School,public,6-8,1007,5,4,Austin,TX,115,Austin Independent School District,4808940,"201 East Mary Street,  Austin, TX  78704",(512) 414-3207,(512) 441-3129,http://www.fulmoremiddleschool.org/,480894000315,30.243927,-97.750465,Fulmore Middle School,30.243927,-97.750465,STACIA HOLIDAY,67.92,13.2,10,10.1,18.67,6.45,69.31,2.38,2.78,0.4,0.0
40,543,Govalle Elementary School,public,PK-5,370,1,4,Austin,TX,115,Austin Independent School District,4808940,"3601 Govalle Ave, Austin, Texas 78702,  Austin, TX  78617",(512) 414-2078,(512) 926-4820,http://govalle.austinschools.org,480894000316,30.210512,-97.65354,Govalle Elementary School,30.210512,-97.65354,MS PAULA REYES,89.62,11.7,5.2,14.5,2.0,12.97,82.83,1.6,0.4,0.0,0.2
41,544,Graham Elementary School,public,PK-5,697,8,4,Austin,TX,115,Austin Independent School District,4808940,"11211 Tom Adams Drive,  Austin, TX  78753",(512) 414-2395,(512) 835-4562,https://www.austinisd.org/schools/graham,480894000317,30.37236,-97.66886,Graham Elementary School,30.37236,-97.66886,ERCILLA PAREDES,87.37,13.7,2.7,12.2,5.02,13.49,78.34,1.87,0.86,0.14,0.29
42,545,Gullett Elementary School,public,PK-5,574,10,4,Austin,TX,115,Austin Independent School District,4808940,"6310 Treadwell Boulevard,  Austin, TX  78757",(512) 414-2082,(512) 451-2036,,480894000318,30.343542,-97.74867,Gullett Elementary School,30.343542,-97.74867,MS TISHA BROWN,6.45,9.4,5,14.3,75.44,2.09,18.12,3.14,0.87,0.17,0.17
43,547,Highland Park Elementary School,public,PK-5,622,9,4,Austin,TX,115,Austin Independent School District,4808940,"4900 Fairview Drive,  Austin, TX  78731",(512) 414-2090,(512) 414-2626,http://www.austinisd.org/,480894000320,30.330692,-97.76005,Highland Park Elementary School,30.330692,-97.76005,MS KATI PENA,4.82,7.3,7.6,4.5,76.69,0.8,12.54,4.98,4.66,0.16,0.16
44,548,Hill Elementary School,public,PK-5,970,8,4,Austin,TX,115,Austin Independent School District,4808940,"8601 Tallwood Drive,  Austin, TX  78759",(512) 414-2369,(512) 841-8105,http://www.hillelementary.com/,480894000321,30.376625,-97.74854,Hill Elementary School,30.376625,-97.74854,MS BETH NEWTON,9.79,6.1,4,8.9,67.53,2.89,15.98,7.01,6.49,0.0,0.1
45,549,Houston Elementary School,public,PK-5,705,3,4,Austin,TX,115,Austin Independent School District,4808940,"5409 Ponciana Drive,  Austin, TX  78744",(512) 414-2517,(512) 448-4869,http://www.houstonelementary.weebly.com,480894000322,30.196468,-97.75507,Houston Elementary School,30.196468,-97.75507,MS ELIA DIAZ-CAMARILLO,95.18,7.2,3.8,7.1,1.13,8.23,89.93,0.28,0.0,0.43,0.0
46,552,Joslin Elementary School,public,PK-5,289,4,4,Austin,TX,115,Austin Independent School District,4808940,"4500 Manchaca Road,  Austin, TX  78745",(512) 414-2094,(512) 443-3011,http://www.joslinelementary.org/,480894000325,30.228037,-97.79054,Joslin Elementary School,30.228037,-97.79054,PATRICK AZIZ,74.47,13,4.1,0,24.82,0.71,66.31,3.9,3.9,0.0,0.35
47,553,Lamar Middle School,public,6-8,895,7,4,Austin,TX,115,Austin Independent School District,4808940,"6201 Wynona Avenue,  Austin, TX  78757",(512) 414-3217,(512) 467-6862,http://lamarmiddleschool.org/,480894000326,30.337774,-97.74058,Lamar Middle School,30.337774,-97.74058,MR GEORGE LLEWELLYN,29.84,13.6,8.1,7,52.98,6.28,37.24,2.26,1.03,0.1,0.1
48,554,Lanier High School,public,9-12,1615,3,4,Austin,TX,115,Austin Independent School District,4808940,"1201 Payton Gin Road,  Austin, TX  78758",(512) 414-2514,(512) 832-1203,http://www.laniervikings.org/,480894000327,30.360209,-97.70832,Lanier High School,30.360209,-97.70832,MR RYAN HOPKINS,87.12,11.8,2.3,20.4,3.34,8.73,84.71,0.8,2.17,0.25,0.0
49,555,Lee Elementary School,public,PK-6,375,8,4,Austin,TX,115,Austin Independent School District,4808940,"3308 Hampton Road,  Austin, TX  78705",(512) 414-2098,(512) 478-4463,http://www.lee-elementary.org/,480894000328,30.29305,-97.72763,Lee Elementary School,30.29305,-97.72763,MR JOHN HEWLETT,13.6,7.1,3.9,0,66.67,4.8,20.53,5.87,2.13,0.0,0.0
50,560,Mccallum High School,public,9-12,1738,7,4,Austin,TX,115,Austin Independent School District,4808940,"5600 Sunshine Drive,  Austin, TX  78756",(512) 414-2519,(512) 453-2599,http://www.austinschools.org/mccallum,480894000333,30.327484,-97.72887,Mccallum High School,30.327484,-97.72887,MR MICHAEL GARRISON,28.88,10.4,7,4.9,46.72,11.16,35.04,4.03,2.36,0.52,0.17
51,563,Murchison Middle School,public,6-8,1365,7,4,Austin,TX,115,Austin Independent School District,4808940,"3700 North Hills Drive,  Austin, TX  78731",(512) 414-3254,(512) 343-1710,http://www.murchisonmatadors.org/,480894000336,30.353977,-97.75872,Murchison Middle School,30.353977,-97.75872,BRADLEY CLARK,25.42,8.1,8.7,3.8,48.06,6.01,30.33,5.35,10.04,0.22,0.0
52,565,O Henry Middle School,public,6-8,931,6,4,Austin,TX,115,Austin Independent School District,4808940,"2610 West 10th Street,  Austin, TX  78703",(512) 414-3229,(512) 477-7428,http://ohenrypta.org/,480894000338,30.285492,-97.77376,O Henry Middle School,30.285492,-97.77376,MS MARLO MALOTT,23.74,12,11.6,3.2,53.28,3.87,38.02,3.54,1.18,0.11,0.0
53,566,Oak Hill Elementary School,public,PK-5,871,6,4,Austin,TX,115,Austin Independent School District,4808940,"6101 Patton Ranch Road,  Austin, TX  78735",(512) 414-2336,(512) 892-2279,www.oakhillelementary.org,480894000339,30.237991,-97.858765,Oak Hill Elementary School,30.237991,-97.858765,MS LORI KOMASSA,39.48,7.7,6.4,2.1,41.74,1.78,46.14,4.64,5.23,0.36,0.12
54,571,Pease Elementary School,public,PK-6,260,7,4,Austin,TX,115,Austin Independent School District,4808940,"1106 Rio Grande Street,  Austin, TX  78701",(512) 414-4428,(512) 477-3009,www.peaseelementary.weebly.com,480894000344,30.275291,-97.74803,Pease Elementary School,30.275291,-97.74803,CYNTHIA JACKSON,15.36,4.2,8.5,0,51.31,11.99,31.46,5.24,0.0,0.0,0.0
55,573,Pillow Elementary School,public,PK-5,518,4,4,Austin,TX,115,Austin Independent School District,4808940,"3025 Crosscreek Drive,  Austin, TX  78757",(512) 414-2350,(512) 467-2513,http://archive.austinisd.org/schools/details.phtml?id=096,480894000346,30.369263,-97.73339,Pillow Elementary School,30.369263,-97.73339,YVETTE CARDENAS,75.68,8.3,3.3,9.5,16.99,14.29,58.49,5.6,4.44,0.19,0.0
56,576,Reagan High School,public,9-12,1302,3,4,Austin,TX,115,Austin Independent School District,4808940,"7104 Berkman Drive,  Austin, TX  78752",(512) 414-2523,(512) 452-7089,https://www.austinisd.org/schools/reagan,480894000350,30.324188,-97.69135,Reagan High School,30.324188,-97.69135,MR ISMAEL VILLAFANE,79.88,12.6,2.9,24.4,2.92,16.21,76.96,0.84,2.92,0.15,0.0
57,577,Reilly Elementary School,public,PK-5,274,7,4,Austin,TX,115,Austin Independent School District,4808940,"405 Denson Drive,  Austin, TX  78752",(512) 414-4464,(512) 453-1193,,480894000351,30.327883,-97.71982,Reilly Elementary School,30.327883,-97.71982,MS CORRINE SAENZ,90.88,8.1,1.6,21.3,7.3,3.65,83.21,1.09,4.38,0.36,0.0
58,578,Ridgetop Elementary School,public,PK-5,292,5,4,Austin,TX,115,Austin Independent School District,4808940,"5005 Caswell Avenue,  Austin, TX  78751",(512) 414-4469,(512) 459-9187,http://ridgetoprattlers.com/,480894000352,30.311796,-97.716255,Ridgetop Elementary School,30.311796,-97.716255,MR JOAQUIN GLORIA III,42.12,13.7,7.3,12.5,27.4,3.08,65.75,2.4,1.03,0.34,0.0
59,581,St Elmo El,public,PK-5,295,6,4,Austin,TX,115,Austin Independent School District,4808940,"600 West Saint Elmo Road,  Austin, TX  78745",(512) 414-4477,(512) 442-6871,http://stelmo.austinschools.org/,480894000357,30.222063,-97.77338,St Elmo El,30.222063,-97.77338,BEN MCCORMACK,85.34,6.8,2.4,0,8.47,4.23,83.71,1.3,2.28,0.0,0.0
60,582,Summitt Elementary School,public,PK-5,815,8,4,Austin,TX,115,Austin Independent School District,4808940,"12207 Brigadoon Lane,  Austin, TX  78727",(512) 414-4484,(512) 832-1458,http://summitteagles.org/,480894000358,30.418608,-97.71907,Summitt Elementary School,30.418608,-97.71907,MS DEBRA STANDISH,36.93,5.9,4.5,0,37.55,5.4,28.22,6.26,22.33,0.12,0.12
61,584,Travis High School,public,9-12,1291,3,4,Austin,TX,115,Austin Independent School District,4808940,"1211 East Oltorf Street,  Austin, TX  78704",(512) 414-2527,(512) 707-0050,travisrebels.org,480894000360,30.233839,-97.743256,Travis High School,30.233839,-97.743256,MR TY DAVIDSON,82.03,14.5,4.4,7.9,3.64,8.75,85.44,0.7,1.32,0.15,0.0
62,586,Walnut Creek Elementary School,public,PK-6,634,3,4,Austin,TX,115,Austin Independent School District,4808940,"401 West Braker Lane,  Austin, TX  78753",(512) 414-4499,(512) 837-6789,,480894000362,30.379194,-97.68413,Walnut Creek Elementary School,30.379194,-97.68413,MS DINORAH BORES,88.64,6.7,3.7,26.3,5.68,10.25,79.02,1.1,3.79,0.16,0.0
63,589,Wooldridge Elementary School,public,PK-5,630,5,4,Austin,TX,115,Austin Independent School District,4808940,"1412 Norseman Terrace,  Austin, TX  78758",(512) 414-2353,(512) 339-6583,http://wooldridge.weebly.com/,480894000366,30.364952,-97.70985,Wooldridge Elementary School,30.364952,-97.70985,MS SHERI MULL,95.71,6.2,2.1,20.7,4.13,6.03,82.86,0.63,6.35,0.0,0.0
64,592,Zilker Elementary School,public,PK-6,538,7,4,Austin,TX,115,Austin Independent School District,4808940,"1900 Bluebonnet Lane,  Austin, TX  78704",(512) 414-2327,(512) 442-3992,http://www.zilkerelem.org/,480894000369,30.252544,-97.77457,Zilker Elementary School,30.252544,-97.77457,ALICIA HILL,20.63,11,6.3,8.6,57.99,1.12,34.39,5.58,0.93,0.0,0.0
65,593,Webb Middle School,public,6-8,699,2,4,Austin,TX,115,Austin Independent School District,4808940,"601 East Saint Johns Avenue,  Austin, TX  78752",(512) 414-3258,(512) 452-9683,http://www.webbecp.org/,480894002468,30.332413,-97.707405,Webb Middle School,30.332413,-97.707405,MR RAUL SANCHEZ,95.28,16.7,5.6,9.5,1.43,8.15,87.98,1.43,0.86,0.14,0.0
66,596,Kiker Elementary School,public,PK-5,998,10,4,Austin,TX,115,Austin Independent School District,4808940,"5913 La Crosse Avenue,  Austin, TX  78739",(512) 414-2584,(512) 288-5779,http://www.kikerelementary.org/,480894002776,30.191557,-97.881256,Kiker Elementary School,30.191557,-97.881256,MS LORI SCHNEIDER,4.41,7.2,9.9,7.5,67.54,1.0,16.63,3.51,11.12,0.2,0.0
67,597,Allan Elementary School,public,PK-5,,,4,Austin,TX,115,Austin Independent School District,4808940,"4900 Gonzales Street,  Austin, TX  78702",(512) 414-2304,(512) 385-2512,,480894005394,30.255674,-97.69715,Allan Elementary School,30.255674,-97.69715,,,12.7,4.3,17.9,,,,,,,
68,604,Patton Elementary School,public,PK-5,973,6,4,Austin,TX,115,Austin Independent School District,4808940,"6001 Westcreek Drive,  Austin, TX  78749",(512) 414-1780,(512) 892-6541,http://www.pattonelementary.com/,480894006070,30.2318,-97.84553,Patton Elementary School,30.2318,-97.84553,DR AMANDA BRANTLEY,23.95,4.4,6.4,7.2,51.28,4.11,25.49,4.21,14.49,0.41,0.0
69,605,Kealing Middle School,public,6-8,1203,8,4,Austin,TX,115,Austin Independent School District,4808940,"1607 Pennsylvania Avenue,  Austin, TX  78702",(512) 414-3214,(512) 478-9133,http://www.kealingmiddleschool.org/,480894006207,30.270937,-97.72178,Kealing Middle School,30.270937,-97.72178,MS KENISHA COBURN,30.51,6.6,5,3.8,42.06,12.05,28.35,4.49,12.8,0.17,0.08
